id_bo_luat,toi_danh,dieu,khoan,noi_dung,nhan_dieu_luat,muc_hinh_phat,muc_hinh_phat_cao_nhat,phan_loai_toi_pham,thoi_han_dieu_tra,gia_han_dieu_tra_1,gia_han_dieu_tra_2,gia_han_dieu_tra_3,thoi_han_dieu_tra_bo_sung_vks,thoi_han_dieu_tra_bo_sung_ta,thoi_hieu,thoi_han_tam_giam,gia_han_tam_giam_1,gia_han_tam_giam_2,gia_han_tam_giam_3,gia_han_tam_giam_4
273_1,Cản trở giao thông đường thủy,273,1,"1. Người nào khoan, đào trái phép làm hư hại kết cấu của công trình giao thông đường thủy; tạo ra chướng ngại vật gây cản trở giao thông đường thủy mà không đặt và duy trì báo hiệu; di chuyển làm giảm hiệu lực, tác dụng của báo hiệu; tháo dỡ báo hiệu hoặc phá hoại công trình giao thông đường thủy; lấn chiếm luồng hoặc hành lang bảo vệ luồng giao thông đường thủy hoặc hành vi khác cản trở giao thông đường thủy gây thiệt hại cho người khác thuộc một trong các trường hợp sau đây, thì bị phạt tiền từ 30.000.000 đồng đến 100.000.000 đồng, phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 01 năm đến 05 năm: a) làm chết người; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 01 người mà tỷ lệ tổn thương cơ thể 61% trở lên; c) gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 61% đến 121%; d) gây thiệt hại về tài sản từ 100.000.000 đồng đến dưới 500.000.000 đồng.","Khoản 1, Điều 273 - Cản trở giao thông đường thủy",Phạt tiền từ 30000000 đồng đến 100000000 đồng; Cải tạo không giam giữ đến 03 năm; Tù từ 01 năm đến 05 năm,Tù 05 năm,Nghiêm trọng,3,3,2,,2,1,10,,,,,
273_2,Cản trở giao thông đường thủy,273,2,"2. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 03 năm đến 10 năm: a) làm chết 02 người; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 122% đến 200%; c) gây thiệt hại về tài sản từ 500.000.000 đồng đến dưới 1.500.000.000 đồng.","Khoản 2, Điều 273 - Cản trở giao thông đường thủy",Tù từ 03 năm đến 10 năm,Tù 10 năm,Rất nghiêm trọng,4,4,4,,2,1,15,,,,,
273_3,Cản trở giao thông đường thủy,273,3,"3. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 07 năm đến 15 năm: a) làm chết 03 người trở lên; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 03 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này 201% trở lên; c) gây thiệt hại về tài sản 1.500.000.000 đồng trở lên.","Khoản 3, Điều 273 - Cản trở giao thông đường thủy",Tù từ 07 năm đến 15 năm,Tù 15 năm,Rất nghiêm trọng,4,4,4,,2,1,15,,,,,
274_1,Đưa vào sử dụng phương tiện giao thông đường thủy không bảo đảm an toàn,274,1,"1. Người nào chịu trách nhiệm trực tiếp về việc điều động hoặc về tình trạng kỹ thuật mà cho phép đưa vào sử dụng phương tiện giao thông đường thủy rõ ràng không bảo đảm tiêu chuẩn an toàn kỹ thuật gây thiệt hại cho người khác thuộc một trong các trường hợp sau đây hoặc đã bị xử lý kỷ luật, xử phạt vi phạm hành chính về hành vi này hoặc đã bị kết án về tội này, chưa được xóa án tích mà còn vi phạm, thì bị phạt tiền từ 30.000.000 đồng đến 100.000.000 đồng, phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 01 năm đến 05 năm: a) làm chết người; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 01 người mà tỷ lệ tổn thương cơ thể 61% trở lên; c) gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 61% đến 121%; d) gây thiệt hại về tài sản từ 100.000.000 đồng đến dưới 500.000.000 đồng.","Khoản 1, Điều 274 - Đưa vào sử dụng phương tiện giao thông đường thủy không bảo đảm an toàn",Phạt tiền từ 30000000 đồng đến 100000000 đồng; Cải tạo không giam giữ đến 03 năm; Tù từ 01 năm đến 05 năm,Tù 05 năm,Nghiêm trọng,3,3,2,,2,1,10,,,,,
274_2,Đưa vào sử dụng phương tiện giao thông đường thủy không bảo đảm an toàn,274,2,"2. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 03 năm đến 10 năm: a) làm chết 02 người; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 122% đến 200%; c) gây thiệt hại về tài sản từ 500.000.000 đồng đến dưới 1.500.000.000 đồng.","Khoản 2, Điều 274 - Đưa vào sử dụng phương tiện giao thông đường thủy không bảo đảm an toàn",Tù từ 03 năm đến 10 năm,Tù 10 năm,Rất nghiêm trọng,4,4,4,,2,1,15,,,,,
274_3,Đưa vào sử dụng phương tiện giao thông đường thủy không bảo đảm an toàn,274,3,"3. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 07 năm đến 15 năm: a) làm chết 03 người trở lên; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 03 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này 201% trở lên; c) gây thiệt hại về tài sản 1.500.000.000 đồng trở lên.","Khoản 3, Điều 274 - Đưa vào sử dụng phương tiện giao thông đường thủy không bảo đảm an toàn",Tù từ 07 năm đến 15 năm,Tù 15 năm,Rất nghiêm trọng,4,4,4,,2,1,15,,,,,
275_1,Điều động người không đủ điều kiện điều khiển phương tiện giao thông đường thủy,275,1,"1. Người nào điều động người không có bằng, giấy chứng nhận khả năng chuyên môn, chứng chỉ chuyên môn theo quy định hoặc người đang trong tình trạng có sử dụng rượu, bia mà trong máu hoặc hơi thở có nồng độ cồn vượt quá mức quy định, có sử dụng chất ma túy, chất kích thích mạnh khác hoặc không đủ các điều kiện khác theo quy định của pháp luật điều khiển phương tiện giao thông đường thủy gây thiệt hại cho người khác thuộc một trong các trường hợp sau đây hoặc đã bị xử lý kỷ luật, xử phạt vi phạm hành chính về hành vi này hoặc đã bị kết án về tội này, chưa được xóa án tích mà còn vi phạm, thì bị phạt tiền từ 30.000.000 đồng đến 100.000.000 đồng, phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 01 năm đến 05 năm: a) làm chết người; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 01 người mà tỷ lệ tổn thương cơ thể 61% trở lên; c) gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 61% đến 121%; d) gây thiệt hại về tài sản từ 100.000.000 đồng đến dưới 500.000.000 đồng.","Khoản 1, Điều 275 - Điều động người không đủ điều kiện điều khiển phương tiện giao thông đường thủy",Phạt tiền từ 30000000 đồng đến 100000000 đồng; Cải tạo không giam giữ đến 03 năm; Tù từ 01 năm đến 05 năm,Tù 05 năm,Nghiêm trọng,3,3,2,,2,1,10,,,,,
275_2,Điều động người không đủ điều kiện điều khiển phương tiện giao thông đường thủy,275,2,"2. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 03 năm đến 10 năm: a) làm chết 02 người; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 122% đến 200%; c) gây thiệt hại về tài sản từ 500.000.000 đồng đến dưới 1.500.000.000 đồng.","Khoản 2, Điều 275 - Điều động người không đủ điều kiện điều khiển phương tiện giao thông đường thủy",Tù từ 03 năm đến 10 năm,Tù 10 năm,Rất nghiêm trọng,4,4,4,,2,1,15,,,,,
275_3,Điều động người không đủ điều kiện điều khiển phương tiện giao thông đường thủy,275,3,"3. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 07 năm đến 15 năm: a) làm chết 03 người trở lên; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 03 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này 201% trở lên; c) gây thiệt hại về tài sản 1.500.000.000 đồng trở lên.","Khoản 3, Điều 275 - Điều động người không đủ điều kiện điều khiển phương tiện giao thông đường thủy",Tù từ 07 năm đến 15 năm,Tù 15 năm,Rất nghiêm trọng,4,4,4,,2,1,15,,,,,
276_1,Giao cho người không đủ điều kiện điều khiển phương tiện giao thông đường thủy,276,1,"1. Người nào giao cho người không có bằng, giấy chứng nhận khả năng chuyên môn, chứng chỉ chuyên môn theo quy định hoặc người đang trong tình trạng có sử dụng rượu, bia mà trong máu hoặc hơi thở có nồng độ cồn vượt quá mức quy định, có sử dụng chất ma túy, chất kích thích mạnh khác hoặc không đủ các điều kiện khác theo quy định của pháp luật điều khiển phương tiện giao thông đường thủy gây thiệt hại cho người khác thuộc một trong các trường hợp sau đây hoặc đã bị xử lý kỷ luật, xử phạt vi phạm hành chính về hành vi này hoặc đã bị kết án về tội này, chưa được xóa án tích mà còn vi phạm, thì bị phạt tiền từ 30.000.000 đồng đến 100.000.000 đồng, phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 06 tháng đến 03 năm: a) làm chết người; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 01 người mà tỷ lệ tổn thương cơ thể 61% trở lên; c) gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 61% đến 121%; d) gây thiệt hại về tài sản từ 100.000.000 đồng đến dưới 500.000.000 đồng.","Khoản 1, Điều 276 - Giao cho người không đủ điều kiện điều khiển phương tiện giao thông đường thủy",Phạt tiền từ 30000000 đồng đến 100000000 đồng; Cải tạo không giam giữ đến 03 năm; Tù từ 06 tháng đến 03 năm,Tù 03 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
276_2,Giao cho người không đủ điều kiện điều khiển phương tiện giao thông đường thủy,276,2,"2. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 03 năm đến 10 năm: a) làm chết 02 người; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 122% đến 200%; c) gây thiệt hại về tài sản từ 500.000.000 đồng đến dưới 1.500.000.000 đồng.","Khoản 2, Điều 276 - Giao cho người không đủ điều kiện điều khiển phương tiện giao thông đường thủy",Tù từ 03 năm đến 10 năm,Tù 10 năm,Rất nghiêm trọng,4,4,4,,2,1,15,,,,,
276_3,Giao cho người không đủ điều kiện điều khiển phương tiện giao thông đường thủy,276,3,"3. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 07 năm đến 15 năm: a) làm chết 03 người trở lên; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 03 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này 201% trở lên; c) gây thiệt hại về tài sản 1.500.000.000 đồng trở lên.","Khoản 3, Điều 276 - Giao cho người không đủ điều kiện điều khiển phương tiện giao thông đường thủy",Tù từ 07 năm đến 15 năm,Tù 15 năm,Rất nghiêm trọng,4,4,4,,2,1,15,,,,,
277_1,Vi phạm quy định về điều khiển tàu bay,277,1,"1. Người nào chỉ huy, điều khiển tàu bay mà vi phạm quy định về an toàn giao thông đường không, có khả năng thực tế dẫn đến hậu quả gây thiệt hại cho tính mạng, sức khỏe hoặc tài sản của người khác nếu không được ngăn chặn kịp thời, thì bị phạt tiền từ 30.000.000 đồng đến 100.000.000 đồng, phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 01 năm đến 05 năm.","Khoản 1, Điều 277 - Vi phạm quy định về điều khiển tàu bay",Phạt tiền từ 30000000 đồng đến 100000000 đồng; Cải tạo không giam giữ đến 03 năm; Tù từ 01 năm đến 05 năm,Tù 05 năm,Nghiêm trọng,3,3,2,,2,1,10,,,,,
